no_of_employees,prevailing_wage,unit_of_wage,company_age,wage_per_year,wage_employee_ratio,employees_growth_rate_ratio,wage_per_age_ratio,case_status_encoded,education_level_ordinal,establishment_period_ordinal,continent_Africa,continent_Asia,continent_Europe,continent_North America,continent_Oceania,continent_South America,has_job_experience_encoded,requires_job_training_encoded,full_time_position_encoded,region_target_encoded,prevailing_wage_log,no_of_employees_log
3050.0,10341.89,Year,32.0,10341.89,3.39,95.31,323.18,1,3,3,0,1,0,0,0,0,1,0,1,0.63,9.24395791665903,8.02322468471667
7227.0,61740.3,Year,28.0,61740.3,8.54,258.11,2205.01,1,2,3,0,1,0,0,0,0,1,0,1,0.62,11.030692157130837,8.885717651712119
3207.0,61031.95,Year,30.0,61031.95,19.03,106.9,2034.4,1,2,3,0,0,1,0,0,0,1,0,1,0.76,11.019152776527365,8.073402968986406
5820.0,31986.79,Year,27.0,31986.79,5.5,215.56,1184.7,1,4,3,0,1,0,0,0,0,1,0,1,0.7,10.373078284051326,8.669227347271736
3229.0,93384.38,Year,26.0,93384.38,28.92,124.19,3591.71,1,2,3,0,0,0,1,0,0,1,1,1,0.7,11.444479372543787,8.080237416216702
2708.0,109921.68,Year,15.0,109921.68,40.59,180.53,7328.11,1,2,2,0,1,0,0,0,0,1,0,1,0.63,11.607523391182173,7.904334842085095
2779.0,122535.0,Year,23.0,122535.0,44.09,120.83,5327.61,1,4,2,0,1,0,0,0,0,0,1,1,0.76,11.71615198244408,7.930206206684683
977.0,105898.54,Year,39.0,105898.54,108.39,25.05,2715.35,0,1,3,0,1,0,0,0,0,1,0,1,0.63,11.570236744903339,6.885509670034818
7227.0,134350.49,Year,19.0,134350.49,18.59,380.37,7071.08,1,2,2,0,0,1,0,0,0,1,1,1,0.62,11.808207261227162,8.885717651712119
1566.0,126498.81,Year,92.5,126498.81,80.78,16.93,1367.55,1,2,5,0,0,1,0,0,0,1,0,1,0.7,11.74798817999084,7.356918242356021
4439.0,113366.37,Year,63.0,113366.37,25.54,70.46,1799.47,1,3,4,0,0,1,0,0,0,0,1,1,0.7,11.638380065446364,8.39840965542627
1929.0,100401.52,Year,24.0,100401.52,52.05,80.38,4183.4,1,3,3,0,1,0,0,0,0,0,0,1,0.76,11.516932625567398,7.5652752818989315
654.0,128173.92,Year,71.0,128173.92,195.98,9.21,1805.27,0,2,4,0,1,0,0,0,0,0,0,1,0.63,11.761143370636297,6.484635235635252
557.0,313.835,Hour,15.0,652776.7999999999,1171.95,37.13,43518.45,0,1,2,0,1,0,0,0,0,1,1,1,0.63,5.748867370089451,6.324358962381311
421.0,88809.74,Year,20.0,88809.74,210.95,21.05,4440.49,1,2,2,0,1,0,0,0,0,0,0,1,0.76,11.394251607650022,6.045005314036012
600.0,138032.0,Year,16.0,138032.0,230.05,37.5,8627.0,0,1,2,0,0,1,0,0,0,1,0,1,0.63,11.83524082131636,6.398594934535208
1551.0,630.66,Year,36.0,630.66,0.41,43.08,17.52,1,3,3,0,0,0,0,0,1,1,0,1,0.62,6.446766890063318,7.347299700743164
2540.0,29469.17,Year,22.0,29469.17,11.6,115.45,1339.51,1,4,2,0,0,1,0,0,0,1,0,1,0.76,10.291099911100305,7.840312983320164
961.0,123688.79,Year,18.0,123688.79,128.71,53.39,6871.6,1,2,2,0,1,0,0,0,0,1,0,1,0.62,11.725523931800389,6.8690144506657065
3726.0,111179.86,Year,92.5,111179.86,29.84,40.28,1201.94,1,4,5,0,1,0,0,0,0,1,0,0,0.63,11.618904529287384,8.223358899479258
4045.0,102909.59,Year,38.0,102909.59,25.44,106.45,2708.15,1,3,3,0,0,0,1,0,0,1,0,0,0.62,11.541606114758457,8.305484017727691
7227.0,128850.75,Year,34.0,128850.75,17.83,212.56,3789.73,1,3,3,0,1,0,0,0,0,1,0,1,0.62,11.76641003678534,8.885717651712119
2180.0,113637.4,Year,33.0,113637.4,52.13,66.06,3443.56,1,3,3,1,0,0,0,0,0,1,0,1,0.76,11.640767956438527,7.687538766201629
872.0,179675.58,Year,34.0,179675.58,206.05,25.65,5284.58,0,2,3,0,1,0,0,0,0,0,0,1,0.63,12.09890817038208,6.771935555839602
2689.0,15814.94,Year,27.0,15814.94,5.88,99.59,585.74,1,3,3,0,0,1,0,0,0,0,0,1,0.7,9.668710341865971,7.897296472595885
2752.0,21511.58,Year,19.0,21511.58,7.82,144.84,1132.19,1,3,2,0,0,1,0,0,0,0,1,1,0.7,9.976346673771493,7.920446505142607
1375.0,94252.62,Year,49.0,94252.62,68.55,28.06,1923.52,1,3,4,0,1,0,0,0,0,0,0,0,0.7,11.453733903332376,7.226936018493289
7227.0,89207.07,Year,92.5,89207.07,12.34,78.13,964.4,1,3,5,0,0,1,0,0,0,1,0,1,0.63,11.398715575516873,8.885717651712119
3282.0,74441.11,Year,46.0,74441.11,22.68,71.35,1618.28,1,4,4,0,1,0,0,0,0,1,0,1,0.62,11.217763621983005,8.096512917501594
1313.0,99469.71,Year,23.0,99469.71,75.76,57.09,4324.77,1,2,2,0,1,0,0,0,0,1,0,1,0.62,11.507608454690315,7.1808311990445555
3128.0,31890.66,Year,26.0,31890.66,10.2,120.31,1226.56,1,2,3,0,1,0,0,0,0,1,0,1,0.62,10.370068455932932,8.048468743668883
4757.0,167376.13,Year,44.0,167376.13,35.19,108.11,3804.0,1,3,4,0,1,0,0,0,0,0,0,1,0.76,12.027998834277629,8.467582690862903
2122.0,130404.72,Year,92.5,130404.72,61.45,22.94,1409.78,1,1,5,0,1,0,0,0,0,1,0,1,0.76,11.778398124138636,7.660585461703256
2524.0,84130.53,Year,79.0,84130.53,33.33,31.95,1064.94,0,1,5,0,1,0,0,0,0,1,0,1,0.62,11.340124800299174,7.83399634170946
766.0,89079.05,Year,75.0,89079.05,116.29,10.21,1187.72,1,4,5,0,0,1,0,0,0,1,0,1,0.76,11.397279456743265,6.642486801367256
1190.0,82464.74,Year,22.0,82464.74,69.3,54.09,3748.4,1,1,2,0,1,0,0,0,0,0,0,1,0.7,11.320126087024557,7.0825485693553
2741.0,158.3807,Hour,20.0,329431.85599999997,120.19,137.05,16471.59,0,1,2,0,0,0,1,0,0,0,0,1,0.63,5.0650016285224675,7.91644286012226
3233.0,62640.94,Year,13.0,62640.94,19.38,248.69,4818.53,1,3,1,0,1,0,0,0,0,0,0,0,0.7,11.045174336937785,8.081475040137052
2696.0,116642.18,Year,59.0,116642.18,43.26,45.69,1976.99,1,3,4,0,1,0,0,0,0,1,0,0,0.6,11.666866237054112,7.89989532313973
3980.0,53767.37,Year,92.5,53767.37,13.51,43.03,581.27,1,3,5,0,1,0,0,0,0,1,0,1,0.7,10.892422056574759,8.289288323000317
111.0,115777.03,Year,17.0,115777.03,1043.04,6.53,6810.41,0,4,2,0,1,0,0,0,0,0,1,1,0.63,11.659421465205167,4.718498871295094
5396.0,101399.51,Year,62.0,101399.51,18.79,87.03,1635.48,1,3,4,0,0,0,1,0,0,0,0,0,0.7,11.526823537780404,8.593598522618644
2778.0,146374.48,Year,25.0,146374.48,52.69,111.12,5854.98,0,2,3,0,1,0,0,0,0,0,0,1,0.63,11.893923548374493,7.929846429742503
789.0,21282.82,Year,92.5,21282.82,26.97,8.53,230.08,1,2,5,0,0,1,0,0,0,0,1,1,0.76,9.965655453472733,6.672032945461067
1515.0,218315.56125000003,Year,24.0,218315.56125000003,144.1,63.12,9096.48,1,3,3,0,1,0,0,0,0,1,0,0,0.76,12.293696823781252,7.323830566202317
7227.0,52114.54,Year,92.5,52114.54,7.21,78.13,563.4,0,2,5,0,0,0,1,0,0,1,0,1,0.63,10.86119926750106,8.885717651712119
1867.0,2390.74,Year,92.0,2390.74,1.28,20.29,25.99,1,2,5,0,0,1,0,0,0,0,0,1,0.63,7.779358220433076,7.532623618788788
3395.0,73623.94,Year,17.0,73623.94,21.69,199.71,4330.82,1,3,2,0,0,1,0,0,0,1,0,1,0.7,11.206725523566714,8.130353547431238
879.0,141796.39,Month,29.0,1701556.6800000002,1935.79,30.31,58674.37,1,2,3,0,1,0,0,0,0,1,0,1,0.76,11.862147434363992,6.779921907472252
2518.0,218315.56125000003,Year,15.0,218315.56125000003,86.7,167.87,14554.37,1,4,2,0,0,0,1,0,0,1,1,1,0.7,12.293696823781252,7.831617276352611
2468.0,195404.0,Year,34.0,195404.0,79.18,72.59,5747.18,1,4,3,0,0,1,0,0,0,0,0,1,0.62,12.182824489210363,7.81156848934518
787.0,158569.72,Year,92.5,158569.72,201.49,8.51,1714.27,0,2,5,0,0,1,0,0,0,0,0,0,0.63,11.97394964940038,6.669498089857879
1004.0,135792.52,Year,65.0,135792.52,135.25,15.45,2089.12,1,2,4,0,0,0,0,0,1,0,0,1,0.76,11.818883411588246,6.912742820493176
717.0,100379.63,Year,27.0,100379.63,140.0,26.56,3717.76,1,2,3,0,1,0,0,0,0,1,0,1,0.63,11.516714577208905,6.576469569048224
20.0,138925.72,Year,28.0,138925.72,6946.29,0.71,4961.63,1,3,3,0,0,0,1,0,0,0,0,0,0.76,11.841694680787203,3.044522437723423
503.0,118458.61,Year,27.0,118458.61,235.5,18.63,4387.36,1,1,3,0,1,0,0,0,0,1,0,1,0.76,11.68231889584349,6.222576268071369
584.0,688.1266,Hour,57.0,1431303.3280000002,2450.86,10.25,25110.58,0,1,4,0,1,0,0,0,0,1,0,1,0.62,6.533972832633188,6.371611847231857
2770.0,112028.45,Year,28.0,112028.45,40.44,98.93,4001.02,1,3,3,0,1,0,0,0,0,0,0,0,0.7,11.626508135877302,7.9269635448629785
284.0,808.582,Hour,43.0,1681850.56,5922.01,6.6,39112.8,0,1,3,0,0,0,1,0,0,0,0,1,0.62,6.695282096261396,5.652489180268651
1935.0,112881.33,Year,36.0,112881.33,58.34,53.75,3135.59,1,3,3,0,1,0,0,0,0,1,0,1,0.63,11.634092368881097,7.568379267836522
2098.0,7794.05,Year,15.0,7794.05,3.71,139.87,519.6,1,4,2,0,1,0,0,0,0,1,0,1,0.7,8.96111590106925,7.649216319820633
3223.0,7113.47,Year,28.0,7113.47,2.21,115.11,254.05,1,2,3,0,1,0,0,0,0,1,0,1,0.7,8.86974544874909,8.07837810362652
2771.0,100786.62,Year,50.0,100786.62,36.37,55.42,2015.73,1,2,4,0,0,1,0,0,0,0,0,1,0.62,11.520760887713687,7.927324360309794
2147.0,87390.54,Year,39.0,87390.54,40.7,55.05,2240.78,0,1,3,0,0,0,1,0,0,0,0,1,0.62,11.378142317799202,7.672292455628756
2543.0,93644.17,Year,11.0,93644.17,36.82,231.18,8513.11,0,2,1,0,1,0,0,0,0,0,0,1,0.62,11.447257452864491,7.841492924460013
7227.0,118555.6,Year,22.0,118555.6,16.4,328.5,5388.89,0,3,2,0,0,0,1,0,0,0,0,1,0.62,11.68313732783045,8.885717651712119
3592.0,114512.69,Year,75.0,114512.69,31.88,47.89,1526.84,0,3,5,0,1,0,0,0,0,0,0,1,0.62,11.648440925529597,8.186742787113518
5504.0,59125.18,Year,29.0,59125.18,10.74,189.79,2038.8,1,3,3,0,0,1,0,0,0,1,0,1,0.7,10.987412170187064,8.61341204915678
2216.0,26325.98,Year,25.0,26325.98,11.88,88.64,1053.04,0,1,3,0,0,1,0,0,0,1,0,1,0.63,10.17831156327983,7.7039102096163115
2871.0,56606.54,Month,16.0,679278.48,236.6,179.44,42454.9,1,4,2,0,0,0,0,1,0,1,0,1,0.7,10.943879805219332,7.962763930168115
2509.0,51886.04,Year,22.0,51886.04,20.68,114.05,2358.46,0,2,2,1,0,0,0,0,0,0,1,1,0.62,10.856805054167298,7.828038032125829
1720.0,62112.22,Week,30.0,3229835.44,1877.81,57.33,107661.18,0,3,3,0,0,0,1,0,0,0,0,1,0.63,11.036698027951129,7.450660796211539
1760.0,63108.03,Year,28.0,63108.03,35.86,62.86,2253.86,1,4,3,0,0,1,0,0,0,1,0,1,0.7,11.052603298752778,7.473637108496206
1025.0,80580.97,Year,20.0,80580.97,78.62,51.25,4029.05,1,4,2,0,0,1,0,0,0,1,1,1,0.63,11.297017796399368,6.933423025730715
109.0,37291.82,Year,17.0,37291.82,342.13,6.41,2193.64,1,4,2,0,0,1,0,0,0,0,0,1,0.7,10.526529278632438,4.700480365792417
2901.0,95974.61,Year,54.0,95974.61,33.08,53.72,1777.31,1,3,4,0,0,0,1,0,0,1,0,1,0.63,11.471838956302523,7.973155433444133
4449.0,21846.43,Year,62.0,21846.43,4.91,71.76,352.36,0,1,4,0,1,0,0,0,0,1,0,1,0.63,9.991792800446982,8.400659375160286
4280.0,61147.07,Year,21.0,61147.07,14.29,203.81,2911.77,1,3,2,0,1,0,0,0,0,1,0,1,0.63,11.021037225004156,8.361941906144946
2223.0,120148.75,Year,12.0,120148.75,54.05,185.25,10012.4,1,4,1,0,0,1,0,0,0,0,1,1,0.62,11.696485837448407,7.707062655370473
1667.0,206941.23,Year,18.0,206941.23,124.14,92.61,11496.74,1,2,2,0,1,0,0,0,0,1,0,0,0.7,12.24019011889309,7.419380582918692
5260.0,91689.54,Year,31.0,91689.54,17.43,169.68,2957.73,1,3,3,0,0,1,0,0,0,1,0,1,0.62,11.426163584126574,8.568076401730806
365.0,76214.85,Year,92.5,76214.85,208.81,3.95,823.94,0,3,5,0,1,0,0,0,0,0,0,1,0.63,11.241311604577493,5.902633333401366
1243.0,65458.88,Year,27.0,65458.88,52.66,46.04,2424.4,0,1,3,0,0,1,0,0,0,0,0,1,0.62,11.089177438223496,7.126087273299125
1721.0,62730.52,Year,16.0,62730.52,36.45,107.56,3920.66,1,3,2,0,1,0,0,0,0,1,0,1,0.7,11.046603370551091,7.451241684987676
517.0,21651.43,Year,76.0,21651.43,41.88,6.8,284.89,1,2,5,0,1,0,0,0,0,1,0,1,0.7,9.98282678205769,6.249975242259483
3266.0,102598.35,Year,18.0,102598.35,31.41,181.44,5699.91,1,2,2,0,1,0,0,0,0,0,0,1,0.76,11.538577129718147,8.09162741160107
955.0,56422.81,Year,27.0,56422.81,59.08,35.37,2089.73,1,2,3,0,1,0,0,0,0,1,0,1,0.62,10.940628788349434,6.862757913051401
1310.0,141372.27,Year,18.0,141372.27,107.92,72.78,7854.02,1,2,2,0,1,0,0,0,0,0,0,1,0.7,11.859151902887147,7.1785454837637
2854.0,138642.17,Year,92.5,138642.17,48.58,30.85,1498.83,0,3,5,0,1,0,0,0,0,0,1,1,0.63,11.839651576315466,7.956827122090111
230.0,143628.65,Year,92.5,143628.65,624.47,2.49,1552.74,1,2,5,0,1,0,0,0,0,1,0,1,0.76,11.8749864282311,5.442417710521793
2374.0,35760.36,Year,19.0,35760.36,15.06,124.95,1882.12,1,3,2,0,1,0,0,0,0,0,0,1,0.76,10.484595296350872,7.772752716468742
4241.0,3456.8,Year,27.0,3456.8,0.82,157.07,128.03,0,3,3,0,1,0,0,0,0,0,0,1,0.63,8.148098584617724,8.352790135124629
7227.0,42469.25,Year,51.0,42469.25,5.88,141.71,832.73,1,1,4,0,0,0,0,0,1,1,0,1,0.7,10.656535563627015,8.885717651712119
5425.0,45614.3,Year,92.5,45614.3,8.41,58.65,493.13,0,2,5,0,1,0,0,0,0,0,0,1,0.63,10.727976542832604,8.598957493218878
2733.0,108458.31,Year,65.0,108458.31,39.68,42.05,1668.59,1,3,4,0,0,0,1,0,0,1,0,1,0.62,11.594121138492353,7.913521017283895
3664.0,62950.34,Year,92.5,62950.34,17.18,39.61,680.54,1,3,5,0,1,0,0,0,0,1,0,1,0.62,11.0501014405699,8.206583614320753
1546.0,162990.52,Year,92.5,162990.52,105.43,16.71,1762.06,1,2,5,0,1,0,0,0,0,0,1,1,0.7,12.001447318588367,7.344072850573066
2486.0,84521.88,Year,92.5,84521.88,34.0,26.88,913.75,1,3,5,0,1,0,0,0,0,1,0,1,0.7,11.34476571473865,7.818832443803404
1233.0,141129.7,Year,24.0,141129.7,114.46,51.38,5880.4,1,3,3,0,0,0,1,0,0,1,0,0,0.7,11.857434604706084,7.1180162044653335
1681.0,85218.35,Year,26.0,85218.35,50.7,64.65,3277.63,0,1,3,0,1,0,0,0,0,0,0,1,0.62,11.352972065214269,7.427738840532894
1608.0,118.84,Hour,16.0,247187.2,153.72,100.5,15449.2,0,3,2,1,0,0,0,0,0,0,0,1,0.62,4.7777780505944065,7.3833681469923835
4349.0,154428.88,Year,27.0,154428.88,35.51,161.07,5719.59,0,3,3,0,1,0,0,0,0,0,0,0,0.62,11.947488945713896,8.37793112408273
1764.0,65108.59,Year,64.0,65108.59,36.91,27.56,1017.32,1,2,4,0,1,0,0,0,0,1,0,1,0.7,11.083811770336768,7.475905969367397
4440.0,21001.69,Year,27.0,21001.69,4.73,164.44,777.84,1,2,3,0,1,0,0,0,0,1,1,1,0.7,9.952358189658002,8.398634855292102
769.0,57370.96,Year,74.0,57370.96,74.6,10.39,775.28,1,1,4,0,1,0,0,0,0,0,0,1,0.7,10.957293530940314,6.646390514847729
2443.0,99714.22,Year,67.0,99714.22,40.82,36.46,1488.27,1,3,4,0,1,0,0,0,0,0,0,1,0.76,11.51006357366319,7.8013913202914855
3725.0,139424.83,Year,16.0,139424.83,37.43,232.81,8714.05,1,1,2,0,1,0,0,0,0,0,0,1,0.76,11.845280881963484,8.223090551161533
2061.0,20951.91,Year,30.0,20951.91,10.17,68.7,698.4,0,2,3,0,1,0,0,0,0,0,0,1,0.62,9.949985090645676,7.631431664576906
216.0,66329.37,Year,92.5,66329.37,307.08,2.34,717.07,1,3,5,0,1,0,0,0,0,1,0,1,0.76,11.102388064509773,5.37989735354046
3489.0,88447.6,Year,18.0,88447.6,25.35,193.83,4913.76,1,2,2,0,0,1,0,0,0,1,0,1,0.7,11.390165565245802,8.157657015196472
433.0,123018.45,Year,92.5,123018.45,284.11,4.68,1329.93,0,2,5,0,0,0,1,0,0,0,1,1,0.62,11.720089623105679,6.073044534100405
1932.0,165.2722,Hour,36.0,343766.176,177.93,53.67,9549.06,1,2,3,0,1,0,0,0,0,1,0,1,0.7,5.107593811614932,7.566828479208331
572.0,12800.02,Year,92.5,12800.02,22.38,6.18,138.38,1,3,5,0,0,0,1,0,0,1,0,1,0.63,9.457202012406487,6.35088571671474
306.0,103390.44,Year,50.0,103390.44,337.88,6.12,2067.81,1,3,4,0,0,1,0,0,0,1,0,0,0.7,11.546267780302411,5.726847747587197
623.0,25419.59,Year,18.0,25419.59,40.8,34.61,1412.2,1,2,2,0,0,1,0,0,0,0,0,1,0.63,10.143275415581114,6.436150368369428
2288.0,82385.6,Year,14.0,82385.6,36.01,163.43,5884.69,0,2,2,0,0,0,0,1,0,0,0,1,0.62,11.319165943344176,7.735870319952567
3370.0,42761.33,Year,18.0,42761.33,12.69,187.22,2375.63,0,3,2,0,1,0,0,0,0,0,1,1,0.62,10.663389468490628,8.12296471523406
875.0,98119.94,Year,42.0,98119.94,112.14,20.83,2336.19,1,3,3,0,1,0,0,0,0,0,0,1,0.76,11.493945886876112,6.775366090936392
2586.0,2007.26,Year,28.0,2007.26,0.78,92.36,71.69,0,2,3,0,0,0,1,0,0,0,0,1,0.62,7.60452588699285,7.8582541821860294
661.0,84899.65,Year,19.0,84899.65,128.44,34.79,4468.4,1,2,2,0,1,0,0,0,0,0,0,1,0.76,11.349225249793886,6.495265555937008
2337.0,26813.7,Year,29.0,26813.7,11.47,80.59,924.61,1,2,3,0,1,0,0,0,0,0,0,1,0.7,10.196668229913643,7.757051142032013
1672.0,367.31,Year,27.0,367.31,0.22,61.93,13.6,1,2,3,0,1,0,0,0,0,0,0,1,0.7,5.90620617815607,7.422373700986824
717.0,116370.47,Year,77.0,116370.47,162.3,9.31,1511.3,1,3,5,0,1,0,0,0,0,1,0,1,0.7,11.664534087935593,6.576469569048224
1017.0,32086.09,Year,50.0,32086.09,31.55,20.34,641.72,1,2,4,0,0,1,0,0,0,1,0,1,0.7,10.376177881868752,6.925595197110468
1624.0,205084.59,Year,25.0,205084.59,126.28,64.96,8203.38,0,1,3,0,1,0,0,0,0,0,0,1,0.62,12.23117780715683,7.393263094763838
3891.0,45860.87,Year,92.5,45860.87,11.79,42.06,495.79,1,2,5,0,1,0,0,0,0,0,1,1,0.7,10.73336752701259,8.266678443305896
2009.0,69741.05,Year,20.0,69741.05,34.71,100.45,3487.05,1,3,2,0,1,0,0,0,0,1,1,1,0.62,11.152544376038298,7.605890001053122
3268.0,101371.21,Year,13.0,101371.21,31.02,251.38,7797.79,1,3,1,0,1,0,0,0,0,1,0,1,0.76,11.526544404775562,8.092239406724211
1312.0,93644.47,Year,27.0,93644.47,71.38,48.59,3468.31,1,3,3,0,1,0,0,0,0,0,0,1,0.7,11.447260656475772,7.180069874302796
229.0,248.01,Hour,20.0,515860.8,2252.67,11.45,25793.04,0,2,2,0,0,0,1,0,0,0,0,1,0.62,5.513469067932694,5.438079308923196
2597.0,155042.99,Year,80.0,155042.99,59.7,32.46,1938.04,1,2,5,0,1,0,0,0,0,1,0,1,0.62,11.95145771228435,7.862497197230545
2114.0,596.2488,Hour,48.0,1240197.504,586.66,44.04,25837.45,1,2,4,0,1,0,0,0,0,1,0,1,0.62,6.3906580296219095,7.656810091480378
7227.0,53304.04,Year,18.0,53304.04,7.38,401.5,2961.34,1,3,2,0,0,0,1,0,0,1,0,1,0.62,10.883767404654819,8.885717651712119
2609.0,34738.65,Year,34.0,34738.65,13.31,76.74,1021.72,1,2,3,0,1,0,0,0,0,1,0,1,0.63,10.455608178936396,7.867105500316739
4265.0,69375.0,Year,28.0,69375.0,16.27,152.32,2477.68,1,3,3,0,0,0,1,0,0,1,0,1,0.7,11.147281851048735,8.358431899031295
533.0,30066.16,Year,47.0,30066.16,56.41,11.34,639.71,1,2,4,0,1,0,0,0,0,1,0,1,0.62,10.311155565799377,6.280395838960195
4574.0,67204.54,Year,19.0,67204.54,14.69,240.74,3537.08,1,3,2,0,1,0,0,0,0,1,0,1,0.63,11.115496083753008,8.428361977709622
954.0,56065.53,Year,37.0,56065.53,58.77,25.78,1515.28,1,3,3,0,1,0,0,0,0,1,1,1,0.62,10.934276464163418,6.86171134048073
3831.0,18035.36,Year,15.0,18035.36,4.71,255.4,1202.36,1,2,2,0,0,1,0,0,0,1,0,1,0.62,9.800089554325,8.251142139090751
1778.0,100850.52,Year,42.0,100850.52,56.72,42.33,2401.2,1,2,3,0,1,0,0,0,0,0,0,1,0.7,11.521394699541599,7.483806687665835
7227.0,133586.58,Year,20.0,133586.58,18.48,361.35,6679.33,0,1,2,0,1,0,0,0,0,0,0,1,0.6,11.802505085937536,8.885717651712119
652.0,24968.7,Year,92.5,24968.7,38.3,7.05,269.93,0,1,5,0,1,0,0,0,0,0,0,0,0.63,10.125378319443552,6.481577129276431
2170.0,115801.09,Year,27.0,115801.09,53.36,80.37,4288.93,1,1,3,0,1,0,0,0,0,1,0,1,0.76,11.659629256857388,7.682943169878292
3550.0,268.1379,Hour,13.0,557726.832,157.11,273.08,42902.06,1,1,1,0,0,0,1,0,0,1,0,1,0.62,5.591501400413054,8.174984532943087
1761.0,667.4133,Hour,30.0,1388219.664,788.31,58.7,46273.99,1,2,3,0,0,0,0,0,1,0,0,1,0.76,6.503409494197825,7.474204806496124
805.0,117.85,Hour,92.5,245128.0,304.51,8.7,2650.03,0,1,5,0,1,0,0,0,0,0,0,1,0.63,4.76941262938214,6.692083742506628
1615.0,112655.02,Year,34.0,112655.02,69.76,47.5,3313.38,1,4,3,0,0,0,1,0,0,1,1,1,0.7,11.632085507672647,7.38770923908104
4153.0,135250.42,Year,15.0,135250.42,32.57,276.87,9016.69,1,1,2,0,0,0,0,0,1,1,0,1,0.6,11.81488330206435,8.331827004436057
743.0,132240.65,Year,26.0,132240.65,177.98,28.58,5086.18,1,1,3,0,1,0,0,0,0,0,1,1,0.7,11.79237864778833,6.612041034833092
3827.0,65376.07,Year,30.0,65376.07,17.08,127.57,2179.2,1,2,3,0,1,0,0,0,0,1,0,1,0.7,11.087911568346096,8.250097752572845
2345.0,111254.68,Year,59.0,111254.68,47.44,39.75,1885.67,1,3,4,0,1,0,0,0,0,1,0,1,0.7,11.619577266559409,7.76046702921342
6188.0,94830.46,Year,32.0,94830.46,15.32,193.38,2963.45,1,2,3,0,0,1,0,0,0,1,0,1,0.7,11.459845944651624,8.73052880173936
629.0,218315.56125000003,Year,21.0,218315.56125000003,347.08,29.95,10395.98,1,2,2,0,0,0,1,0,0,1,0,1,0.62,12.293696823781252,6.4457198193855785
5576.0,125246.83,Year,16.0,125246.83,22.46,348.5,7827.93,1,2,2,0,1,0,0,0,0,1,0,1,0.62,11.738041709245586,8.626406276389554
5075.0,36028.54,Year,44.0,36028.54,7.1,115.34,818.83,1,4,4,0,0,1,0,0,0,1,0,1,0.63,10.492066681133709,8.532278828834277
2234.0,218315.56125000003,Year,92.5,218315.56125000003,97.72,24.15,2360.17,0,3,5,0,1,0,0,0,0,0,0,0,0.62,12.293696823781252,7.711996507047669
2698.0,34168.31,Year,55.0,34168.31,12.66,49.05,621.24,1,2,4,0,1,0,0,0,0,1,0,1,0.62,10.439053885296815,7.900636613018005
1485.0,91290.38,Year,32.0,91290.38,61.48,46.41,2852.82,1,4,3,0,1,0,0,0,0,1,0,1,0.63,11.421800694109342,7.303843225277705
2425.0,83239.29,Year,17.0,83239.29,34.33,142.65,4896.43,1,2,2,0,0,1,0,0,0,0,0,1,0.7,11.329474750918095,7.793999089503996
2969.0,62586.7,Year,92.5,62586.7,21.08,32.1,676.61,0,2,5,0,0,0,0,0,1,1,0,1,0.62,11.044308074451456,7.996317231796746
1738.0,29260.86,Year,14.0,29260.86,16.84,124.14,2090.06,1,2,2,0,0,1,0,0,0,1,0,1,0.76,10.28400606580316,7.461065514354283
4614.0,84716.62,Year,92.5,84716.62,18.36,49.88,915.86,1,3,5,0,1,0,0,0,0,1,0,0,0.63,11.347067083350993,8.437067146936952
1222.0,54424.62,Year,50.0,54424.62,44.54,24.44,1088.49,1,3,4,0,1,0,0,0,0,1,0,1,0.76,10.904571903992935,7.109062135687172
186.0,16551.46,Year,34.0,16551.46,88.99,5.47,486.81,1,4,3,0,0,1,0,0,0,0,0,1,0.62,9.714229594436931,5.231108616854587
2747.0,42321.96,Year,31.0,42321.96,15.41,88.61,1365.22,0,2,3,0,0,0,1,0,0,0,1,1,0.63,10.653061379259352,7.91862865334224
2114.0,15.7716,Hour,13.0,32804.928,15.52,162.62,2523.46,1,2,1,0,1,0,0,0,0,1,0,1,0.63,2.7582108542938255,7.656810091480378
4550.0,104457.29,Year,57.0,104457.29,22.96,79.82,1832.58,1,1,4,0,1,0,0,0,0,1,0,1,0.76,11.556533558709098,8.423102268016642
1083.0,69113.96,Year,26.0,69113.96,63.82,41.65,2658.23,1,2,3,0,0,1,0,0,0,0,0,1,0.7,11.143512015400452,6.988413181999592
822.0,66711.21,Year,92.5,66711.21,81.16,8.89,721.2,1,3,5,0,1,0,0,0,0,1,0,0,0.63,11.10812828374923,6.71295620067707
7227.0,25512.46,Year,23.0,25512.46,3.53,314.22,1109.24,1,2,2,0,0,0,1,0,0,1,0,1,0.7,10.146922239257979,8.885717651712119
1741.0,20687.36,Year,75.0,20687.36,11.88,23.21,275.83,0,3,5,0,1,0,0,0,0,0,0,1,0.63,9.937278164724919,7.462789157412448
3438.0,97325.13,Year,12.0,97325.13,28.31,286.5,8110.43,0,2,1,0,1,0,0,0,0,0,0,1,0.6,11.485812508208562,8.142936010432265
1501.0,120371.72,Year,42.0,120371.72,80.19,35.74,2865.99,1,3,3,0,1,0,0,0,0,0,0,1,0.76,11.698339900546426,7.31455283232408
2284.0,51610.24,Year,12.0,51610.24,22.6,190.33,4300.85,1,3,1,0,1,0,0,0,0,1,0,1,0.7,10.851475381393538,7.734121303328305
